city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Metuchen,Metuchen,NJ,New Jersey,34023,Middlesex,40.5424,-74.3628,14958,2035.4,shape,False,True,America/New_York,2,08840,1840003633
McKee City,McKee City,NJ,New Jersey,34001,Atlantic,39.4465,-74.6445,9566,766.4,shape,False,False,America/New_York,3,08330,1840081031
Shrewsbury,Shrewsbury,NJ,New Jersey,34025,Monmouth,40.3249,-74.06,4138,739.5,shape,False,True,America/New_York,3,07702,1840001363
Port Murray,Port Murray,NJ,New Jersey,34041,Warren,40.7915,-74.924,0,82.3,shape,False,False,America/New_York,3,07865,1840033389
Albuquerque,Albuquerque,NM,New Mexico,35001,Bernalillo,35.1054,-106.6465,769986,1159.8,shape,False,True,America/Denver,2,87123 87112 87113 87110 87111 87114 87109 87108 87101 87102 87105 87104 87107 87106 87120 87119 87125 87131 87153 87154 87158 87181 87184 87187 87190 87191 87192 87194 87196 87197 87198 87199,1840019176
Las Cruces,Las Cruces,NM,New Mexico,35013,Doña Ana,32.3265,-106.7893,140915,558.4,shape,False,True,America/Denver,2,88012 88011 88005 88007 88001 87654 88006 88013,1840020683
Santa Fe,Santa Fe,NM,New Mexico,35049,Santa Fe,35.6619,-105.9819,93165,647.7,shape,False,True,America/Denver,2,87505 87507 87501 87502 87503 87509,1840021707
Clovis,Clovis,NM,New Mexico,35009,Curry,34.4376,-103.1923,38453,628.4,shape,False,True,America/Denver,3,88101 88102,1840019195
Deming,Deming,NM,New Mexico,35029,Luna,32.2631,-107.7525,14756,340.8,shape,False,True,America/Denver,3,88030 88031,1840019458
Bloomfield,Bloomfield,NM,New Mexico,35045,San Juan,36.7401,-107.9734,7430,154.7,shape,False,True,America/Denver,3,87413,1840018994
Clayton,Clayton,NM,New Mexico,35059,Union,36.4426,-103.1574,2825,140.4,shape,False,True,America/Denver,3,88415,1840022631
Church Rock,Church Rock,NM,New Mexico,35031,McKinley,35.5692,-108.573,1395,29.4,shape,False,False,America/Denver,3,87311,1840017762
Pecan Park,Pecan Park,NM,New Mexico,35029,Luna,32.2704,-107.674,471,22.2,shape,False,True,America/Denver,4,88030,1840040168
Newkirk,Newkirk,NM,New Mexico,35019,Guadalupe,35.0635,-104.2715,0,0.0,shape,False,False,America/Denver,3,88417,1840024978
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,2248047,1755.1,shape,False,True,America/Los_Angeles,1,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89185 89195,1840020364
Reno,Reno,NV,Nevada,32031,Washoe,39.5497,-119.8483,457702,940.5,shape,False,True,America/Los_Angeles,2,89521 89523 89439 89503 89502 89501 89506 89509 89508 89557 89519 89512 89505 89507 89533 89555 89595 89599,1840020121
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0091,-115.2278,225461,1319.0,shape,False,False,America/Los_Angeles,2,89178 89183 89139 89141 89148 89113 89118 89119 89123,1840033827
Paradise,Paradise,NV,Nevada,32003,Clark,36.0872,-115.1355,189733,1727.6,shape,False,False,America/Los_Angeles,2,89103 89109 89158 89169 89118 89119 89121 89120 89123 89111 89132 89136 89154 89157 89159 89160 89170 89177 89193,1840033743
Fernley,Fernley,NV,Nevada,32019,Lyon,39.5627,-119.1906,23035,73.1,shape,False,True,America/Los_Angeles,3,89408 89406 89429,1840020214
Incline Village,Incline Village,NV,Nevada,32031,Washoe,39.2639,-119.9455,9163,164.5,shape,False,False,America/Los_Angeles,3,89451 89450 89452,1840033809
Kingsbury,Kingsbury,NV,Nevada,32005,Douglas,38.9909,-119.8837,1920,34.0,shape,False,False,America/Los_Angeles,3,89449 89411,1840033778
Zephyr Cove,Zephyr Cove,NV,Nevada,32005,Douglas,39.0082,-119.9307,637,115.9,shape,False,False,America/Los_Angeles,3,89448,1840033820
Mount Wilson,Mount Wilson,NV,Nevada,32017,Lincoln,38.235,-114.4504,0,2.2,shape,False,True,America/Los_Angeles,5,89043,1840039843
New York,New York,NY,New York,36081,Queens,40.6943,-73.9249,18908608,11080.3,shape,False,True,America/New_York,1,11229 11228 11226 11225 11224 11222 11221 11220 11385 10169 10168 10167 10165 10162 10282 10280 10040 10044 11109 11102 11103 11106 11104 11697 11694 11692 11693 11691 10271 10279 10278 10075 11249 10452 11451 10475 10474 10471 10470 10473 10472 11223 10103 11368 11369 11366 11367 11364 11365 11362 11363 11360 11361 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 10152 10153 10154 10310 10311 10312 10314 11439 11432 11433 11430 11436 11434 11435 10453 10451 10457 10456 10455 10454 10459 10458 10128 10004 10005 10006 10007 10001 10002 10003 10009 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11379 11378 11375 11374 11377 11371 11370 11373 11372 10170 10171 10172 10173 10174 10177 11356 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 11201 11209 11203 11205 11204 11207 11206 11208 11411 11412 11413 11414 11415 11416 11417 11418 11419 11101 11105 11001 11005 11004 10065 10069 10199 10309 10308 10307 10306 10305 10304 10303 10302 10301 11429 11428 11421 11420 11423 11422 11424 11427 11426 10466 10467 10464 10465 10462 10463 10460 10461 10468 10469 10119 10115 10112 10110 10111 11359 11358 11357 11355 11354 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10272 10273 10274 10275 10276 10277 10281 10285 10286 10313 11120 11202 11241 11242 11243 11245 11247 11251 11252 11256 11351 11352 11380 11386 11405 11425 11431 11437 11499 11690 11695,1840034016
Brooklyn,Brooklyn,NY,New York,36047,Kings,40.6501,-73.9496,2736074,15200.5,point,False,True,America/New_York,1,11229 11226 11225 11224 11223 11221 11220 11249 11228 11222 11212 11213 11210 11211 11216 11217 11214 11215 11218 11219 11238 11239 11230 11231 11232 11233 11234 11235 11236 11237 11208 11201 11203 11205 11204 11207 11206 11209 11202 11241 11242 11243 11245 11247 11251 11252 11256,1840034030
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662,1694263,28653.9,point,False,True,America/New_York,1,10169 10168 10167 10165 10162 10282 10280 10040 10044 10271 10279 10278 10075 10103 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 10152 10153 10154 10128 10004 10005 10006 10007 10001 10002 10003 10009 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 10065 10069 10199 10119 10115 10112 10110 10111 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10273 10274 10275 10276 10277 10281 10285 10286,1840034000
Staten Island,Staten Island,NY,New York,36085,Richmond,40.5834,-74.1496,495747,3286.2,point,False,True,America/New_York,2,10303 10302 10301 10307 10306 10305 10310 10311 10312 10314 10309 10308 10304 10313,1840034032
White Plains,White Plains,NY,New York,36119,Westchester,41.022,-73.7547,59421,2356.3,shape,False,True,America/New_York,2,10603 10601 10605 10606 10604 10602,1840003477
Ithaca,Ithaca,NY,New York,36109,Tompkins,42.4442,-76.5032,31359,2246.8,shape,False,True,America/New_York,2,14853 14850 14851,1840000442
Wantagh,Wantagh,NY,New York,36059,Nassau,40.6686,-73.5104,17995,1814.2,shape,False,False,America/New_York,3,11793,1840005281
Farmingdale,Farmingdale,NY,New York,36059,Nassau,40.7328,-73.4468,8428,2974.0,shape,False,True,America/New_York,2,11735 11737,1840005285
Silver Creek,Silver Creek,NY,New York,36013,Chautauqua,42.5427,-79.1678,2623,881.0,shape,False,True,America/New_York,3,14136,1840004571
Dering Harbor,Dering Harbor,NY,New York,36103,Suffolk,41.0933,-72.3418,0,34.1,shape,False,True,America/New_York,3,11964,1840005146
Cincinnati,Cincinnati,OH,Ohio,39061,Hamilton,39.1413,-84.506,1692702,1530.6,shape,False,True,America/New_York,1,45267 45219 45213 45212 45211 45217 45216 45214 45233 45226 45227 45225 45223 45229 45224 45232 45204 45205 45206 45207 45202 45203 45208 45209 45239 45238 45237 45220 45230 45201 45221 45250 45254 45262 45263 45264 45268 45269 45270 45271 45273 45274 45275 45296 45298 45299 45999,1840003814
Cleveland,Cleveland,OH,Ohio,39035,Cuyahoga,41.4764,-81.6805,1680247,1839.6,shape,False,True,America/New_York,1,44135 44120 44119 44113 44112 44111 44110 44115 44114 44144 44128 44127 44104 44105 44106 44101 44102 44103 44108 44109 44181 44190 44191 44192 44193 44194 44195 44197 44198 44199,1840000596
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7805,-84.2003,668825,950.0,shape,False,True,America/New_York,2,45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377 45401 45412 45422 45481 45490,1840034249
Middletown,Middletown,OH,Ohio,39017,Butler,39.5033,-84.3659,93870,746.1,shape,False,True,America/New_York,3,45044 45005 45042,1840003804
Beavercreek,Beavercreek,OH,Ohio,39057,Greene,39.731,-84.0624,46576,676.2,shape,False,True,America/New_York,3,45440 45434 45432 45431 45430 45301 45482,1840007312
Shaker Heights,Shaker Heights,OH,Ohio,39035,Cuyahoga,41.4744,-81.5496,29157,1789.4,shape,False,True,America/New_York,3,44120 44122,1840003412
Bay Village,Bay Village,OH,Ohio,39035,Cuyahoga,41.4851,-81.9317,16047,1357.0,shape,False,True,America/New_York,3,44140,1840003394
Clyde,Clyde,OH,Ohio,39143,Sandusky,41.3044,-82.9781,6314,466.5,shape,False,True,America/New_York,3,43410,1840007131
Curtice,Curtice,OH,Ohio,39123,Ottawa,41.616,-83.3743,1501,157.4,shape,False,False,America/New_York,3,43616 43412,1840026265
Stockdale,Stockdale,OH,Ohio,39131,Pike,38.9578,-82.8574,0,104.3,shape,False,False,America/New_York,3,45613 45683,1840026676
Oklahoma City,Oklahoma City,OK,Oklahoma,40109,Oklahoma,35.4676,-97.5136,998806,433.6,shape,False,True,America/Chicago,2,73099 73119 73118 73114 73117 73116 73111 73110 73112 73020 73012 73013 73142 73141 73145 73149 73169 73078 73108 73109 73106 73107 74857 73139 73132 73131 73135 73134 73008 73097 73084 73105 73162 73103 73054 73151 73150 73159 73064 73104 73102 73179 73173 73170 73049 73160 73165 73127 73120 73121 73122 73128 73129 73101 73113 73124 73125 73126 73136 73137 73143 73144 73146 73147 73148 73152 73154 73155 73157 73163 73164 73167 73172 73178 73184 73189 73190 73194 73195,1840020428
Tulsa,Tulsa,OK,Oklahoma,40143,Tulsa,36.1283,-95.9042,731743,804.2,shape,False,True,America/Chicago,2,74137 74134 74132 74133 74130 74136 74135 74146 74145 74127 74126 74112 74114 74115 74119 74015 74106 74129 74128 74120 74171 74110 74116 74117 74107 74105 74103 74104 74108 74101 74121 74141 74147 74148 74149 74150 74152 74153 74155 74156 74158 74159 74169 74170 74172 74182 74186 74187 74192 74193,1840021672
Broken Arrow,Broken Arrow,OK,Oklahoma,40143,Tulsa,36.038,-95.7806,114237,700.6,shape,False,True,America/Chicago,2,74014 74011 74012 74013,1840019059
Enid,Enid,OK,Oklahoma,40047,Garfield,36.4063,-97.87,50961,266.1,shape,False,True,America/Chicago,3,73701 73703 73705 73702 73706,1840020373
Yukon,Yukon,OK,Oklahoma,40017,Canadian,35.5201,-97.7639,24198,352.0,shape,False,True,America/Chicago,3,73099 73085,1840021740
Okmulgee,Okmulgee,OK,Oklahoma,40111,Okmulgee,35.6134,-96.0068,11366,254.9,shape,False,True,America/Chicago,3,74447,1840020400
Madill,Madill,OK,Oklahoma,40095,Marshall,34.0872,-96.7744,3929,343.4,shape,False,True,America/Chicago,3,73446,1840020543
Norwood,Norwood,OK,Oklahoma,40021,Cherokee,35.8491,-95.1493,1402,16.7,shape,False,False,America/Chicago,3,74441 74434,1840145078
McCurtain,McCurtain,OK,Oklahoma,40061,Haskell,35.1509,-94.9669,420,146.5,shape,False,True,America/Chicago,3,74944,1840022768
Adamson,Adamson,OK,Oklahoma,40121,Pittsburg,34.9243,-95.5474,0,49.6,shape,False,False,America/Chicago,3,74547,1840096353
Portland,Portland,OR,Oregon,41051,Multnomah,45.5371,-122.65,2095808,1868.8,shape,False,True,America/Los_Angeles,1,97227 97221 97220 97229 97203 97202 97201 97206 97205 97204 97209 97208 97258 97266 97219 97213 97236 97232 97233 97230 97239 97218 97214 97215 97216 97217 97210 97211 97212 97207 97228 97238 97240 97242 97250 97251 97252 97253 97254 97256 97280 97282 97283 97286 97290 97291 97292 97293 97294,1840019941
Salem,Salem,OR,Oregon,41047,Marion,44.9233,-123.0244,266420,1387.5,shape,False,True,America/Los_Angeles,2,97302 97301 97306 97304 97310 97317 97309 97311 97312 97314,1840021224
Hillsboro,Hillsboro,OR,Oregon,41067,Washington,45.5273,-122.936,106612,1592.8,shape,False,True,America/Los_Angeles,2,97006 97123 97124 97129,1840019932
Lake Oswego,Lake Oswego,OR,Oregon,41005,Clackamas,45.4129,-122.7004,40457,1442.3,shape,False,True,America/Los_Angeles,3,97034 97035 97036,1840019955
Roseburg,Roseburg,OR,Oregon,41019,Douglas,43.2231,-123.352,23657,852.0,shape,False,True,America/Los_Angeles,3,97470 97471,1840020034
White City,White City,OR,Oregon,41029,Jackson,42.4316,-122.8322,11123,2302.4,shape,False,False,America/Los_Angeles,2,97503,1840018673
Phoenix,Phoenix,OR,Oregon,41029,Jackson,42.2749,-122.8154,4389,1188.1,shape,False,True,America/Los_Angeles,3,97535,1840020077
Riddle,Riddle,OR,Oregon,41019,Douglas,42.9542,-123.3644,1157,703.8,shape,False,True,America/Los_Angeles,3,97469,1840020033
Pistol River,Pistol River,OR,Oregon,41015,Curry,42.2837,-124.3992,0,38.1,shape,False,False,America/Los_Angeles,3,97444,1840025466
Philadelphia,Philadelphia,PA,Pennsylvania,42101,Philadelphia,40.0077,-75.1339,5683533,4578.4,shape,False,True,America/New_York,1,19154 19151 19150 19153 19152 19102 19103 19106 19107 19104 19108 19109 19128 19129 19120 19121 19122 19123 19124 19125 19126 19127 19112 19111 19115 19114 19116 19119 19118 19148 19149 19146 19147 19144 19145 19142 19143 19140 19141 19139 19138 19137 19136 19135 19134 19133 19132 19131 19130 19019 19092 19093 19099 19101 19105 19110 19155 19160 19161 19162 19170 19171 19172 19173 19175 19176 19177 19178 19179 19181 19182 19183 19184 19185 19187 19188 19190 19191 19192 19193 19194 19195 19196 19197 19244 19255,1840000673
Pittsburgh,Pittsburgh,PA,Pennsylvania,42003,Allegheny,40.4397,-79.9763,1749091,2118.5,shape,False,True,America/New_York,1,15282 15216 15217 15214 15212 15213 15210 15211 15218 15219 15290 15232 15260 15233 15205 15204 15207 15206 15201 15203 15208 15234 15222 15221 15220 15226 15224 15120 15230 15240 15250 15251 15252 15253 15254 15255 15257 15258 15259 15261 15262 15264 15265 15267 15270 15272 15274 15279 15281 15286 15289 15295,1840001254
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.042,-76.3012,402476,3096.9,shape,False,True,America/New_York,2,17603 17602 17601 17608 17622 17699,1840003718
Bethlehem,Bethlehem,PA,Pennsylvania,42095,Northampton,40.6266,-75.3679,76555,1546.3,shape,False,True,America/New_York,3,18017 18015 18018 18016 18025,1840000986
Allison Park,Allison Park,PA,Pennsylvania,42003,Allegheny,40.573,-79.9603,22701,632.5,shape,False,False,America/New_York,3,15101 15091,1840026468
St. Marys,St. Marys,PA,Pennsylvania,42047,Elk,41.4574,-78.5342,12691,49.3,shape,False,True,America/New_York,3,15857,1840000618
White Oak,White Oak,PA,Pennsylvania,42003,Allegheny,40.3415,-79.8008,7585,442.4,shape,False,True,America/New_York,3,15131 15642,1840001277
Monongahela,Monongahela,PA,Pennsylvania,42125,Washington,40.1955,-79.9222,4147,837.0,shape,False,True,America/New_York,3,15063,1840003661
Nescopeck,Nescopeck,PA,Pennsylvania,42079,Luzerne,41.053,-76.2123,1426,557.2,shape,False,True,America/New_York,3,18635 18660,1840000762
Millerstown,Millerstown,PA,Pennsylvania,42013,Blair,40.2771,-78.3029,0,28.0,shape,False,False,America/New_York,3,16662,1840153020
San Juan,San Juan,PR,Puerto Rico,72127,San Juan,18.3985,-66.061,1814587,3128.8,shape,False,False,America/Puerto_Rico,1,00918 00913 00912 00911 00917 00915 00926 00927 00924 00925 00923 00920 00921 00906 00907 00901 00909 00969 00908 00910 00919 00922 00928 00929 00931 00935 00936 00937 00939 00940 00955 00975,1630035577
Bayamón,Bayamon,PR,Puerto Rico,72021,Bayamón,18.3794,-66.1635,168698,2404.7,shape,False,False,America/Puerto_Rico,2,00959 00957 00956 00934 00960 00961 00916,1630035622
Ponce,Ponce,PR,Puerto Rico,72113,Ponce,18.0127,-66.6212,114901,1509.8,shape,False,False,America/Puerto_Rico,2,00728 00717 00716 00730 00732 00733 00734,1630023669
Fajardo,Fajardo,PR,Puerto Rico,72053,Fajardo,18.3331,-65.6589,66022,1213.3,shape,False,False,America/Puerto_Rico,3,00740 00738,1630035668
Canóvanas,Canovanas,PR,Puerto Rico,72029,Canóvanas,18.3693,-65.9009,12468,1708.0,shape,False,False,America/Puerto_Rico,3,00729,1630023717
San Antonio,San Antonio,PR,Puerto Rico,72051,Dorado,18.4471,-66.2995,7351,1508.5,shape,False,False,America/Puerto_Rico,3,00646,1630023733
Toa Alta,Toa Alta,PR,Puerto Rico,72135,Toa Alta,18.3879,-66.2508,3251,1788.5,shape,False,False,America/Puerto_Rico,3,00953 00954,1630023642
Olimpo,Olimpo,PR,Puerto Rico,72057,Guayama,18.0027,-66.1097,1621,1386.1,shape,False,False,America/Puerto_Rico,3,00784,1630023657
Villas del Sol,Villas del Sol,PR,Puerto Rico,72137,Toa Baja,18.4487,-66.2298,0,2693.3,shape,False,False,America/Puerto_Rico,2,00949,1630150457
Providence,Providence,RI,Rhode Island,44007,Providence,41.823,-71.4187,1290271,3979.7,shape,False,True,America/New_York,1,02903 02906 02907 02908 02904 02905 02909 02912 02918 02901 02902 02940,1840003289
Warwick,Warwick,RI,Rhode Island,44003,Kent,41.7062,-71.4334,82783,913.2,shape,False,True,America/New_York,3,02818 02886 02889 02888 02887,1840003344
Cranston,Cranston,RI,Rhode Island,44007,Providence,41.7658,-71.4858,82691,1126.4,shape,False,True,America/New_York,3,02831 02920 02905 02910 02823 02921,1840003287
Pawtucket,Pawtucket,RI,Rhode Island,44007,Providence,41.8744,-71.3743,75176,3348.9,shape,False,True,America/New_York,2,02861 02860 02862,1840003285
Woonsocket,Woonsocket,RI,Rhode Island,44007,Providence,42.001,-71.4993,43029,2144.9,shape,False,True,America/New_York,2,02895,1840003290
Valley Falls,Valley Falls,RI,Rhode Island,44007,Providence,41.9233,-71.3924,12072,1313.7,shape,False,False,America/New_York,3,02864,1840003295
Pascoag,Pascoag,RI,Rhode Island,44007,Providence,41.952,-71.7042,4527,344.8,shape,False,False,America/New_York,3,02859,1840003294
Harmony,Harmony,RI,Rhode Island,44007,Providence,41.8964,-71.6052,1442,189.2,shape,False,False,America/New_York,3,02814 02829,1840026228
Clayville,Clayville,RI,Rhode Island,44007,Providence,41.7734,-71.6854,102,22.8,shape,False,False,America/New_York,3,02815 02825,1840026230
Charleston,Charleston,SC,South Carolina,45019,Charleston,32.8168,-79.9687,706884,503.3,shape,False,True,America/New_York,2,29414 29424 29425 29455 29405 29407 29401 29403 29409 29492 29412 29402 29413 29417 29422 29457,1840015163
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8354,-82.3646,401443,917.9,shape,False,True,America/New_York,2,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,1840013501
Mauldin,Mauldin,SC,South Carolina,45045,Greenville,34.7821,-82.3032,168313,808.4,shape,False,True,America/New_York,2,29662 29607 29681,1840015476
Greer,Greer,SC,South Carolina,45045,Greenville,34.933,-82.2313,37010,609.7,shape,False,True,America/New_York,3,29651 29650,1840013502
Wade Hampton,Wade Hampton,SC,South Carolina,45045,Greenville,34.8821,-82.3336,21029,914.0,shape,False,False,America/New_York,3,29615 29687 29606,1840035800
Forest Acres,Forest Acres,SC,South Carolina,45079,Richland,34.0323,-80.9716,10514,880.2,shape,False,True,America/New_York,3,29206 29204 29260,1840013653
Northlake,Northlake,SC,South Carolina,45007,Anderson,34.5691,-82.6838,3989,372.2,shape,False,False,America/New_York,3,29625 29621,1840035847
Meggett,Meggett,SC,South Carolina,45019,Charleston,32.6968,-80.273,1348,28.7,shape,False,True,America/New_York,3,29449,1840017285
Ketchuptown,Ketchuptown,SC,South Carolina,45051,Horry,34.1091,-79.1557,5,18.9,shape,False,False,America/New_York,3,29581,1840106367
Sioux Falls,Sioux Falls,SD,South Dakota,46099,Minnehaha,43.5396,-96.7311,204484,926.0,shape,False,True,America/Chicago,2,57108 57104 57105 57106 57107 57103 57197 57110 57117 57101 57109 57186 57193,1840002648
Aberdeen,Aberdeen,SD,South Dakota,46013,Brown,45.4649,-98.4686,28388,663.6,shape,False,True,America/Chicago,3,57401,1840002032
Yankton,Yankton,SD,South Dakota,46135,Yankton,42.8901,-97.3927,15421,686.8,shape,False,True,America/Chicago,3,57078,1840003058
Harrisburg,Harrisburg,SD,South Dakota,46083,Lincoln,43.4324,-96.7041,7157,588.7,shape,False,True,America/Chicago,3,57108 57032,1840002845
Blackhawk,Blackhawk,SD,South Dakota,46093,Meade,44.1514,-103.334,2930,238.8,shape,False,False,America/Denver,3,57718,1840004031
Gregory,Gregory,SD,South Dakota,46053,Gregory,43.23,-99.4208,1393,312.5,shape,False,True,America/Chicago,3,57533,1840002865
Wessington Springs,Wessington Springs,SD,South Dakota,46073,Jerauld,44.0805,-98.5712,659,141.2,shape,False,True,America/Chicago,3,57382,1840002528
Artesian,Artesian,SD,South Dakota,46111,Sanborn,44.0079,-97.9237,190,132.4,shape,False,True,America/Chicago,3,57314,1840002536
Silver Lake Colony,Silver Lake Colony,SD,South Dakota,46025,Clark,44.8657,-97.6084,0,0.4,shape,False,False,America/Chicago,3,57225,1840152591
Nashville,Nashville,TN,Tennessee,47037,Davidson,36.1715,-86.7842,1177657,555.4,shape,False,True,America/Chicago,1,37027 37138 37076 37072 37203 37206 37201 37080 37218 37219 37216 37217 37214 37215 37212 37213 37210 37211 37189 37232 37238 37209 37208 37205 37204 37207 37115 37013 37228 37221 37220 37143 37011 37116 37202 37222 37224 37227 37229 37230 37234 37235 37236 37240 37241 37242 37243 37244 37246 37250,1840036155
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,615829,750.3,shape,False,True,America/New_York,2,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997,1840014486
Johnson City,Johnson City,TN,Tennessee,47179,Washington,36.3406,-82.3806,131718,628.5,shape,False,True,America/New_York,2,37614 37615 37601 37604 37602 37605 37684,1840014462
Hendersonville,Hendersonville,TN,Tennessee,47165,Sumner,36.3063,-86.5997,61589,750.7,shape,False,True,America/Chicago,3,37075 37077,1840014419
East Ridge,East Ridge,TN,Tennessee,47065,Hamilton,34.9973,-85.2285,22040,1027.5,shape,False,True,America/New_York,3,37412,1840013452
Lenoir City,Lenoir City,TN,Tennessee,47105,Loudon,35.8111,-84.2818,10291,460.6,shape,False,True,America/New_York,3,37772 37771,1840014514
Selmer,Selmer,TN,Tennessee,47109,McNairy,35.1708,-88.5955,4444,179.7,shape,False,True,America/Chicago,3,38375,1840017869
Norris,Norris,TN,Tennessee,47001,Anderson,36.2137,-84.0629,1592,73.8,shape,False,True,America/New_York,3,37705 37828,1840014472
Jacks Creek,Jacks Creek,TN,Tennessee,47023,Chester,35.4691,-88.5146,0,31.3,shape,False,False,America/Chicago,3,38347,1840109948
Houston,Houston,TX,Texas,48201,Harris,29.786,-95.3885,5970127,1384.0,shape,False,True,America/Chicago,1,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77571 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77093 77044 77043 77042 77204 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77094 77091 77092 77053 77345 77547 77080 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77096 77090 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77046 77045 77041 77040 77048 77336 77339 77338 77489 77003 77002 77007 77006 77005 77004 77009 77008 77450 77086 77089 77088 77083 77082 77081 77087 77085 77084 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77201 77202 77203 77205 77206 77207 77208 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,1840020925
Dallas,Dallas,TX,Texas,48113,Dallas,32.7935,-96.7667,5830932,1478.7,shape,False,True,America/Chicago,1,75098 75287 75230 75231 75236 75237 75235 75254 75251 75252 75253 75043 75032 75227 75238 75232 75233 75234 75089 75088 75087 75247 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75226 75243 75241 75240 75246 75270 75207 75206 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75262 75263 75264 75266 75267 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75370 75371 75372 75373 75374 75376 75378 75379 75380 75382 75389 75392 75393 75394 75395 75397 75398,1840019440
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474,924663,1021.2,shape,False,True,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76008 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,1840020696
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879,280890,722.2,shape,False,True,America/Chicago,2,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840020604
Beaumont,Beaumont,TX,Texas,48245,Jefferson,30.0849,-94.1451,140930,537.6,shape,False,True,America/Chicago,2,77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726,1840019612
Pflugerville,Pflugerville,TX,Texas,48453,Travis,30.4515,-97.6018,64528,969.2,shape,False,True,America/Chicago,3,78660 78691,1840020892
Stephenville,Stephenville,TX,Texas,48143,Erath,32.2147,-98.2205,21020,683.5,shape,False,True,America/Chicago,3,76401 76402,1840022097
